Forecast_ID,Fiscal_Year,VISN,Facility_Name,Contracting_Office,Category,Requirement_Title,Estimated_Value,Priority_Level,Status,Contract_Type,Anticipated_Set_Aside,Recompete,Incumbent_Contractor,Planned_Award_Quarter,Predicted_Days_to_Award,Predicted_Award_Amount,Predicted_Protest_Probability,Oversight_Probability,Composite_Risk_Score
FCST-001189,2026,6,VISN 6 Medical Center South,Network Contracting Office (NCO) 9,Professional Services,Professional Services Requirement - VISN 6 Medical Center South FY2026,122420.99,Critical,Planning,Firm Fixed Price,Small Business,Yes,Unity Solutions,FY Q1,77.0,126603.0,0.341,0.0,23.7
FCST-001190,2027,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 6,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 15 Medical Center Main FY2027,638730.85,Critical,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q4,97.0,648586.0,0.343,0.261,42.3
FCST-001191,2027,7,VISN 7 Medical Center Main,Technology Acquisition Center (TAC),Professional Services,Professional Services Requirement - VISN 7 Medical Center Main FY2027,686936.81,Medium,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Precision Consulting,FY Q2,98.0,710041.0,0.311,0.314,42.4
FCST-001192,2027,14,VISN 14 Medical Center South,Network Contracting Office (NCO) 2,Food Service,Food Service Requirement - VISN 14 Medical Center South FY2027,288721.27,Low,Market Research,Cost Plus Fixed Fee,Full and Open (No Set-Aside),No,,FY Q3,98.0,311527.0,0.107,0.131,32.2
FCST-001193,2027,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 9,Food Service,Food Service Requirement - VISN 15 Medical Center North FY2027,1545558.5,High,Planning,Firm Fixed Price,VOSB,Yes,Guardian Consulting,FY Q1,81.0,1.577196e+06,0.315,0.033,37.8
FCST-001194,2026,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 5,Facilities Management,Facilities Management Requirement - VISN 11 Medical Center Main FY2026,419736.93,Critical,Draft Solicitation,Time and Materials,Full and Open (No Set-Aside),No,,FY Q3,96.0,438088.0,0.234,0.143,36.8
FCST-001195,2027,15,VISN 15 Medical Center North,National Acquisition Center (NAC),Food Service,Food Service Requirement - VISN 15 Medical Center North FY2027,440067.66,Medium,Planning,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Apex Technologies,FY Q2,100.0,499851.0,0.119,0.283,35.7
FCST-001196,2026,18,VISN 18 Medical Center North,SAO East,Facilities Management,Facilities Management Requirement - VISN 18 Medical Center North FY2026,7669767.27,High,Market Research,Cost Plus Fixed Fee,Full and Open (No Set-Aside),No,,FY Q4,116.0,7.739848e+06,0.101,0.907,57.3
FCST-001197,2026,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 11,Construction,Construction Requirement - VISN 11 Medical Center Main FY2026,6245068.33,High,Market Research,IDIQ,Full and Open (No Set-Aside),No,,FY Q3,119.0,5.50925e+06,0.085,0.93,57.0
FCST-001198,2026,13,VISN 13 Medical Center South,Network Contracting Office (NCO) 4,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 13 Medical Center South FY2026,99710.7,High,Planning,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Meridian Enterprises,FY Q4,100.0,99091.0,0.464,0.02,38.2
FCST-001199,2027,17,VISN 17 Medical Center South,Network Contracting Office (NCO) 9,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 17 Medical Center South FY2027,590596.24,Medium,Solicitation Released,Firm Fixed Price,Small Business,No,,FY Q3,76.0,589192.0,0.314,0.004,30.6
FCST-001200,2028,5,VISN 5 Medical Center South,SAO West,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 5 Medical Center South FY2028,130749.15,High,Solicitation Released,Time and Materials,Full and Open (No Set-Aside),Yes,Precision Enterprises,FY Q2,98.0,135398.0,0.406,0.033,37.1
FCST-001201,2027,8,VISN 8 Medical Center Main,National Acquisition Center (NAC),Transportation,Transportation Requirement - VISN 8 Medical Center Main FY2027,84760.74,Medium,Planning,Firm Fixed Price,HUBZone,No,,FY Q4,80.0,83275.0,0.244,0.0,20.7
FCST-001202,2027,9,VISN 9 Medical Center Main,Denver Acquisition and Logistics Center (DALC),Pharmaceuticals,Pharmaceuticals Requirement - VISN 9 Medical Center Main FY2027,902274.86,Medium,Draft Solicitation,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Horizon Technologies,FY Q3,100.0,899698.0,0.195,0.324,40.9
FCST-001203,2026,10,VISN 10 Medical Center Main,Network Contracting Office (NCO) 5,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 10 Medical Center Main FY2026,225392.68,High,On Hold,Cost Plus Fixed Fee,SDVOSB,Yes,Patriot Associates,FY Q1,77.0,221237.0,0.391,0.001,28.0
FCST-001204,2026,7,VISN 7 Medical Center Main,Network Contracting Office (NCO) 5,Professional Services,Professional Services Requirement - VISN 7 Medical Center Main FY2026,92448.68,Medium,Planning,Firm Fixed Price,WOSB,Yes,Apex Solutions,FY Q2,80.0,92073.0,0.197,0.0,19.5
FCST-001205,2026,10,VISN 10 Medical Center North,SAO East,Pharmaceuticals,Pharmaceuticals Requirement - VISN 10 Medical Center North FY2026,232530.22,Low,Draft Solicitation,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Yes,Atlas Group,FY Q3,98.0,234970.0,0.171,0.069,32.8
FCST-001207,2027,9,VISN 9 Medical Center Main,Network Contracting Office (NCO) 1,Medical Equipment,Medical Equipment Requirement - VISN 9 Medical Center Main FY2027,190782.72,Medium,Solicitation Released,Blanket Purchase Agreement (BPA),SDVOSB,No,,FY Q4,76.0,185224.0,0.197,0.001,21.0
FCST-001208,2027,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 3,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 7 Medical Center North FY2027,162640.86,Critical,Planning,Firm Fixed Price,SDVOSB,Yes,Atlas Partners,FY Q4,77.0,159638.0,0.36,0.001,25.4
FCST-001209,2027,6,VISN 6 Medical Center South,Network Contracting Office (NCO) 8,Food Service,Food Service Requirement - VISN 6 Medical Center South FY2027,1214694.46,Low,Draft Solicitation,Firm Fixed Price,Small Business,Yes,Anchor Associates,FY Q3,81.0,1.199769e+06,0.261,0.023,35.0
FCST-001210,2027,11,VISN 11 Medical Center North,Network Contracting Office (NCO) 14,Construction,Construction Requirement - VISN 11 Medical Center North FY2027,3060365.61,Medium,Solicitation Released,Time and Materials,SDVOSB,Yes,Vertex Associates,FY Q4,93.0,2.953572e+06,0.129,0.063,41.8
FCST-001211,2026,10,VISN 10 Medical Center Main,Network Contracting Office (NCO) 16,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 10 Medical Center Main FY2026,340870.69,High,Draft Solicitation,Blanket Purchase Agreement (BPA),VOSB,Yes,Frontier Associates,FY Q1,76.0,340281.0,0.254,0.002,26.0
FCST-001212,2027,17,VISN 17 Medical Center North,Network Contracting Office (NCO) 5,Facilities Management,Facilities Management Requirement - VISN 17 Medical Center North FY2027,43477.62,Medium,Planning,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Precision Associates,FY Q3,97.0,44172.0,0.05,0.005,20.0
FCST-001213,2027,9,VISN 9 Medical Center South,Network Contracting Office (NCO) 5,Facilities Management,Facilities Management Requirement - VISN 9 Medical Center South FY2027,129450.34,Low,Draft Solicitation,Firm Fixed Price,SDVOSB,Yes,Sterling Systems,FY Q3,75.0,123875.0,0.272,0.0,20.5
FCST-001214,2027,7,VISN 7 Medical Center Main,Network Contracting Office (NCO) 4,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 7 Medical Center Main FY2027,155034.18,Medium,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Vertex Partners,FY Q3,98.0,160168.0,0.387,0.039,37.2
FCST-001215,2027,18,VISN 18 Medical Center South,Network Contracting Office (NCO) 3,IT Services,IT Services Requirement - VISN 18 Medical Center South FY2027,812952.07,Medium,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Horizon Group,FY Q3,95.0,829786.0,0.106,0.394,35.7
FCST-001216,2026,4,VISN 4 Medical Center North,National Acquisition Center (NAC),Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 4 Medical Center North FY2026,775613.43,High,Market Research,IDIQ,Full and Open (No Set-Aside),No,,FY Q2,97.0,780756.0,0.392,0.3,44.7
FCST-001217,2027,14,VISN 14 Medical Center Main,SAO East,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 14 Medical Center Main FY2027,427690.96,Medium,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Horizon Consulting,FY Q4,97.0,457409.0,0.371,0.16,41.6
FCST-001218,2027,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 1,IT Services,IT Services Requirement - VISN 15 Medical Center North FY2027,307562.73,Low,Planning,Firm Fixed Price,SDVOSB,No,,FY Q2,76.0,322069.0,0.193,0.002,23.5
FCST-001219,2026,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 16,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 11 Medical Center Main FY2026,198965.17,High,Market Research,IDIQ,Full and Open (No Set-Aside),Yes,Frontier Solutions,FY Q1,99.0,196501.0,0.409,0.05,39.4
FCST-001220,2028,13,VISN 13 Medical Center North,Network Contracting Office (NCO) 3,IT Services,IT Services Requirement - VISN 13 Medical Center North FY2028,491463.71,Medium,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q2,98.0,541058.0,0.227,0.231,38.4
FCST-001221,2028,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 14,Medical Equipment,Medical Equipment Requirement - VISN 2 Medical Center Main FY2028,260388.09,High,Draft Solicitation,Firm Fixed Price,VOSB,Yes,Vanguard Enterprises,FY Q4,75.0,253404.0,0.311,0.001,25.4
FCST-001222,2027,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 14,Food Service,Food Service Requirement - VISN 7 Medical Center North FY2027,1369148.9,High,Planning,IDIQ,Full and Open (No Set-Aside),Yes,Pinnacle Consulting,FY Q3,103.0,1.452006e+06,0.391,0.67,50.8
FCST-001223,2026,10,VISN 10 Medical Center Main,Network Contracting Office (NCO) 16,Professional Services,Professional Services Requirement - VISN 10 Medical Center Main FY2026,1534770.7,Medium,Market Research,Firm Fixed Price,SDVOSB,No,,FY Q2,81.0,1.584291e+06,0.499,0.019,43.2
FCST-001224,2026,5,VISN 5 Medical Center North,Network Contracting Office (NCO) 8,Pharmaceuticals,Pharmaceuticals Requirement - VISN 5 Medical Center North FY2026,679744.14,High,Planning,Time and Materials,Full and Open (No Set-Aside),No,,FY Q2,99.0,704377.0,0.242,0.253,40.8
FCST-001226,2026,10,VISN 10 Medical Center Main,Network Contracting Office (NCO) 18,Facilities Management,Facilities Management Requirement - VISN 10 Medical Center Main FY2026,233457.47,Medium,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q4,96.0,251497.0,0.248,0.058,34.1
FCST-001227,2027,16,VISN 16 Medical Center North,Network Contracting Office (NCO) 11,Construction,Construction Requirement - VISN 16 Medical Center North FY2027,2192021.17,Critical,Market Research,Time and Materials,SDVOSB,Yes,Keystone Associates,FY Q1,85.0,2.143877e+06,0.129,0.039,36.1
FCST-001228,2028,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 18,Medical Equipment,Medical Equipment Requirement - VISN 2 Medical Center Main FY2028,307166.08,Low,Market Research,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Yes,Meridian Inc.,FY Q1,97.0,312286.0,0.235,0.133,35.8
FCST-001229,2027,9,VISN 9 Medical Center East,Network Contracting Office (NCO) 4,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 9 Medical Center East FY2027,69343.18,Medium,Draft Solicitation,Firm Fixed Price,8(a),No,,FY Q3,79.0,69471.0,0.13,0.0,15.7
FCST-001230,2028,11,VISN 11 Medical Center North,Network Contracting Office (NCO) 8,Professional Services,Professional Services Requirement - VISN 11 Medical Center North FY2028,387187.61,High,Draft Solicitation,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q1,97.0,417780.0,0.323,0.16,39.7
FCST-001231,2028,3,VISN 3 Medical Center South,Network Contracting Office (NCO) 2,Security Services,Security Services Requirement - VISN 3 Medical Center South FY2028,37733.26,Critical,On Hold,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Beacon Technologies,FY Q1,99.0,38606.0,0.038,0.006,20.1
FCST-001232,2026,4,VISN 4 Medical Center South,Strategic Acquisition Center (SAC) - Frederick,Facilities Management,Facilities Management Requirement - VISN 4 Medical Center South FY2026,79866.54,Low,Market Research,Time and Materials,8(a),Yes,Summit Systems,FY Q1,78.0,77303.0,0.369,0.0,22.9
FCST-001233,2027,7,VISN 7 Medical Center North,Technology Acquisition Center (TAC),Pharmaceuticals,Pharmaceuticals Requirement - VISN 7 Medical Center North FY2027,515615.15,Medium,On Hold,IDIQ,Full and Open (No Set-Aside),Yes,Atlas Consulting,FY Q1,99.0,554411.0,0.239,0.154,39.4
FCST-001234,2027,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 1,Security Services,Security Services Requirement - VISN 11 Medical Center Main FY2027,478589.91,Low,Planning,Time and Materials,Full and Open (No Set-Aside),Yes,Precision Associates,FY Q2,99.0,479001.0,0.361,0.234,42.4
FCST-001235,2028,8,VISN 8 Medical Center North,Strategic Acquisition Center (SAC) - Austin,IT Services,IT Services Requirement - VISN 8 Medical Center North FY2028,116010.73,Medium,Market Research,Firm Fixed Price,VOSB,No,,FY Q3,77.0,116898.0,0.159,0.0,18.2
FCST-001236,2026,6,VISN 6 Medical Center North,Network Contracting Office (NCO) 16,Professional Services,Professional Services Requirement - VISN 6 Medical Center North FY2026,74491.67,Critical,Planning,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q4,100.0,77542.0,0.384,0.015,34.4
FCST-001237,2028,6,VISN 6 Medical Center North,Network Contracting Office (NCO) 9,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 6 Medical Center North FY2028,715850.4,Low,Market Research,IDIQ,Full and Open (No Set-Aside),Yes,Horizon Inc.,FY Q4,100.0,726020.0,0.323,0.274,44.0
FCST-001238,2026,12,VISN 12 Medical Center North,Network Contracting Office (NCO) 8,Medical Equipment,Medical Equipment Requirement - VISN 12 Medical Center North FY2026,1094283.43,Medium,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q4,100.0,1.176835e+06,0.378,0.465,48.0
FCST-001239,2028,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 16,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 5 Medical Center Main FY2028,969465.02,Medium,Market Research,Firm Fixed Price,SDVOSB,No,,FY Q2,80.0,939577.0,0.367,0.008,36.5
FCST-001240,2026,4,VISN 4 Medical Center South,National Acquisition Center (NAC),Professional Services,Professional Services Requirement - VISN 4 Medical Center South FY2026,231657.96,Low,Market Research,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),No,,FY Q3,98.0,240372.0,0.212,0.097,33.9
FCST-001241,2028,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 12,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 2 Medical Center Main FY2028,724672.12,Low,Market Research,Blanket Purchase Agreement (BPA),8(a),Yes,Horizon Group,FY Q3,79.0,732865.0,0.265,0.007,31.5
FCST-001242,2027,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 15,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 10 Medical Center North FY2027,70503.22,Low,Draft Solicitation,Time and Materials,Full and Open (No Set-Aside),No,,FY Q3,99.0,74551.0,0.555,0.013,38.8
FCST-001243,2026,14,VISN 14 Medical Center North,Network Contracting Office (NCO) 2,Professional Services,Professional Services Requirement - VISN 14 Medical Center North FY2026,104701.55,Low,Planning,Time and Materials,Full and Open (No Set-Aside),No,,FY Q2,97.0,110406.0,0.385,0.027,34.7
FCST-001244,2027,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 1,Professional Services,Professional Services Requirement - VISN 7 Medical Center North FY2027,442081.88,Low,Market Research,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Yes,Frontier Federal Services,FY Q1,98.0,480659.0,0.346,0.145,41.5
FCST-001245,2027,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 3,Construction,Construction Requirement - VISN 11 Medical Center Main FY2027,2621068.66,Medium,Solicitation Released,Time and Materials,Small Business,No,,FY Q4,93.0,2.555063e+06,0.123,0.05,40.4
FCST-001246,2027,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 18,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 8 Medical Center North FY2027,131986.13,Low,Draft Solicitation,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q4,98.0,135202.0,0.387,0.03,36.4
FCST-001247,2027,1,VISN 1 Medical Center Main,Network Contracting Office (NCO) 16,IT Services,IT Services Requirement - VISN 1 Medical Center Main FY2027,1512478.56,Medium,Draft Solicitation,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Yes,Atlas Associates,FY Q1,103.0,1.617439e+06,0.336,0.679,49.7
FCST-001248,2027,9,VISN 9 Medical Center South,Network Contracting Office (NCO) 10,Food Service,Food Service Requirement - VISN 9 Medical Center South FY2027,135889.83,Low,Market Research,Firm Fixed Price,SDVOSB,No,,FY Q2,77.0,138947.0,0.213,0.001,20.6
FCST-001249,2027,2,VISN 2 Medical Center Main,SAO West,Construction,Construction Requirement - VISN 2 Medical Center Main FY2027,3640624.32,High,Planning,Firm Fixed Price,SDVOSB,Yes,Pinnacle LLC,FY Q3,92.0,3.541634e+06,0.085,0.075,40.7
FCST-001250,2027,8,VISN 8 Medical Center Main,SAO East,Professional Services,Professional Services Requirement - VISN 8 Medical Center Main FY2027,254160.53,Low,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Liberty Solutions,FY Q2,97.0,252901.0,0.381,0.09,39.1
FCST-001251,2027,16,VISN 16 Medical Center Main,SAO East,IT Services,IT Services Requirement - VISN 16 Medical Center Main FY2027,296797.57,Medium,Planning,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),No,,FY Q1,99.0,323223.0,0.153,0.147,34.1
FCST-001252,2027,16,VISN 16 Medical Center Main,Network Contracting Office (NCO) 1,IT Services,IT Services Requirement - VISN 16 Medical Center Main FY2027,56961.7,Medium,Draft Solicitation,Time and Materials,HUBZone,No,,FY Q2,79.0,58740.0,0.093,0.0,13.9
FCST-001253,2027,17,VISN 17 Medical Center Main,Technology Acquisition Center (TAC),Construction,Construction Requirement - VISN 17 Medical Center Main FY2027,822644.18,Medium,On Hold,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Atlas Associates,FY Q1,95.0,840404.0,0.15,0.394,36.9
